row index,label,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
G_row 63,c,"[0.0, 0.0]","[0.24241572618484497, -0.22995257377624512]","[0.3873050808906555, -0.5719641447067261]","[0.5125624537467957, -0.7879217863082886]","[0.6360141634941101, -0.9697573184967041]","[0.10468444973230362, -1.0221593379974365]","[0.15089380741119385, -1.4020862579345703]","[0.30905160307884216, -1.479928970336914]","[0.4452032148838043, -1.449114441871643]","[0.0, -1.0]","[0.05304701253771782, -1.4424426555633545]","[0.23902079463005066, -1.5301260948181152]","[0.3900408446788788, -1.4828381538391113]","[-0.08479519933462143, -0.9207032322883606]","[-0.026402318850159645, -1.3617886304855347]","[0.15615779161453247, -1.4751633405685425]","[0.31120699644088745, -1.4732420444488525]","[-0.13417887687683105, -0.7939242720603943]","[-0.012542419135570526, -1.0918536186218262]","[0.13424654304981232, -1.2560985088348389]","[0.27163100242614746, -1.3478517532348633]"
G_row 64,c,"[0.0, 0.0]","[0.2482508420944214, -0.2220759242773056]","[0.40416812896728516, -0.5358058214187622]","[0.5377000570297241, -0.742104172706604]","[0.6744508743286133, -0.9034033417701721]","[0.10340115427970886, -1.0125528573989868]","[0.17610026895999908, -1.3732192516326904]","[0.34935155510902405, -1.4227874279022217]","[0.4912094473838806, -1.396441102027893]","[0.0, -1.0]","[0.10911460220813751, -1.4287716150283813]","[0.31726276874542236, -1.474622368812561]","[0.4723599851131439, -1.4179338216781616]","[-0.08270219713449478, -0.9353685975074768]","[0.05486788973212242, -1.3417072296142578]","[0.2672254741191864, -1.4071269035339355]","[0.43294134736061096, -1.3733006715774536]","[-0.12246187776327133, -0.8164354562759399]","[0.04975811764597893, -1.0853314399719238]","[0.2163885533809662, -1.201430082321167]","[0.35781043767929077, -1.259981393814087]"
G_row 65,c,"[0.0, 0.0]","[0.2511700689792633, -0.22584497928619385]","[0.4092080891132355, -0.5376253128051758]","[0.5479329228401184, -0.7336741089820862]","[0.6847389936447144, -0.888229489326477]","[0.10192444920539856, -1.0056166648864746]","[0.18352806568145752, -1.3575103282928467]","[0.3590746521949768, -1.4042266607284546]","[0.5039427876472473, -1.36808443069458]","[0.0, -1.0]","[0.11675087362527847, -1.4245140552520752]","[0.3246297836303711, -1.4632997512817383]","[0.48196524381637573, -1.3910377025604248]","[-0.08113647252321243, -0.9393061399459839]","[0.05344909057021141, -1.3479082584381104]","[0.2694653868675232, -1.402305006980896]","[0.4405767023563385, -1.3492909669876099]","[-0.12064749002456665, -0.8211894035339355]","[0.050180137157440186, -1.0944032669067383]","[0.22251850366592407, -1.2079346179962158]","[0.3719201982021332, -1.2543551921844482]"
G_row 66,c,"[0.0, 0.0]","[0.25272470712661743, -0.21638789772987366]","[0.4166080951690674, -0.5212655067443848]","[0.5475230813026428, -0.7247304916381836]","[0.6686194539070129, -0.8513548374176025]","[0.09211820363998413, -1.0100587606430054]","[0.19171643257141113, -1.3051646947860718]","[0.3710072338581085, -1.3514325618743896]","[0.5151535272598267, -1.3241101503372192]","[0.0, -1.0]","[0.14627434313297272, -1.3662091493606567]","[0.3478103578090668, -1.4060863256454468]","[0.5009697675704956, -1.3534258604049683]","[-0.061640650033950806, -0.9429130554199219]","[0.11875440925359726, -1.2916361093521118]","[0.3352054953575134, -1.3446640968322754]","[0.5051476955413818, -1.3060052394866943]","[-0.07908253371715546, -0.8330947160720825]","[0.12241481989622116, -1.0870120525360107]","[0.30131831765174866, -1.1831772327423096]","[0.45473712682724, -1.2160496711730957]"
G_row 67,c,"[0.0, 0.0]","[0.27030056715011597, -0.22720350325107574]","[0.4234262704849243, -0.5446550846099854]","[0.5668439269065857, -0.7437905669212341]","[0.7056370377540588, -0.8628416061401367]","[0.07949835807085037, -1.014522671699524]","[0.21827155351638794, -1.3088873624801636]","[0.4021575152873993, -1.3453465700149536]","[0.5407545566558838, -1.321511149406433]","[0.0, -1.0]","[0.19613724946975708, -1.37351655960083]","[0.4058687090873718, -1.396400809288025]","[0.5546615123748779, -1.3346571922302246]","[-0.038369856774806976, -0.9315928816795349]","[0.17680075764656067, -1.2834850549697876]","[0.39780518412590027, -1.329621434211731]","[0.5618012547492981, -1.2914659976959229]","[-0.021716907620429993, -0.8110222220420837]","[0.18560272455215454, -1.0765974521636963]","[0.35782283544540405, -1.1814343929290771]","[0.5006174445152283, -1.2278908491134644]"
G_row 68,c,"[0.0, 0.0]","[0.2800405025482178, -0.2533630132675171]","[0.43125927448272705, -0.5577004551887512]","[0.5740273594856262, -0.7404603362083435]","[0.7276597619056702, -0.8621179461479187]","[0.07215516269207001, -1.0125428438186646]","[0.21617437899112701, -1.2999459505081177]","[0.4008944034576416, -1.3363209962844849]","[0.5397376418113708, -1.31619131565094]","[0.0, -1.0]","[0.19954881072044373, -1.3591833114624023]","[0.40484899282455444, -1.3762123584747314]","[0.5501090288162231, -1.3073251247406006]","[-0.029794365167617798, -0.9353526830673218]","[0.17889125645160675, -1.2848005294799805]","[0.391645610332489, -1.326030969619751]","[0.5502396821975708, -1.2827036380767822]","[-0.0007947749691084027, -0.8163213133811951]","[0.19749058783054352, -1.0762561559677124]","[0.36371222138404846, -1.1876318454742432]","[0.5023185014724731, -1.2417664527893066]"
G_row 69,c,"[0.0, 0.0]","[0.2791764438152313, -0.251088410615921]","[0.43335407972335815, -0.5609377026557922]","[0.5768707394599915, -0.7482778429985046]","[0.728059709072113, -0.8688632249832153]","[0.07593656331300735, -1.012811541557312]","[0.21991470456123352, -1.3133572340011597]","[0.40965065360069275, -1.361925721168518]","[0.557102382183075, -1.3438847064971924]","[0.0, -1.0]","[0.19218437373638153, -1.3818719387054443]","[0.40332460403442383, -1.4206656217575073]","[0.5584078431129456, -1.3606981039047241]","[-0.031369809061288834, -0.9358777403831482]","[0.17189311981201172, -1.3097496032714844]","[0.3940308392047882, -1.3680872917175293]","[0.5630918145179749, -1.3304088115692139]","[-0.0025953715667128563, -0.8193029165267944]","[0.19650694727897644, -1.0973893404006958]","[0.36828047037124634, -1.2121820449829102]","[0.5129045844078064, -1.2612266540527344]"
G_row 70,c,"[0.0, 0.0]","[0.27045026421546936, -0.23725289106369019]","[0.4196109473705292, -0.5511317849159241]","[0.5643517971038818, -0.7466710805892944]","[0.7192161083221436, -0.8562361001968384]","[0.07819278538227081, -1.0168063640594482]","[0.2168235331773758, -1.3224116563796997]","[0.40627649426460266, -1.348157286643982]","[0.5502150058746338, -1.3064355850219727]","[0.0, -1.0]","[0.1908515989780426, -1.3714340925216675]","[0.4031074643135071, -1.3806687593460083]","[0.5542864203453064, -1.305186152458191]","[-0.0395052395761013, -0.9317986965179443]","[0.16087296605110168, -1.2902913093566895]","[0.3796015977859497, -1.328477382659912]","[0.5443843603134155, -1.2830326557159424]","[-0.027796218171715736, -0.8133150339126587]","[0.163125678896904, -1.0712884664535522]","[0.3295595645904541, -1.1823341846466064]","[0.47017961740493774, -1.2349853515625]"
G_row 71,c,"[0.0, 0.0]","[0.26068684458732605, -0.24798953533172607]","[0.41985905170440674, -0.5310345888137817]","[0.5410457849502563, -0.7120538353919983]","[0.6448491811752319, -0.8550610542297363]","[0.08801887184381485, -1.0119456052780151]","[0.19504207372665405, -1.3096705675125122]","[0.36577367782592773, -1.3603352308273315]","[0.5014702081680298, -1.336272954940796]","[0.0, -1.0000001192092896]","[0.13686197996139526, -1.36763334274292]","[0.3355730473995209, -1.4193702936172485]","[0.4882749617099762, -1.368487000465393]","[-0.05305469036102295, -0.9386112093925476]","[0.10667743533849716, -1.304830551147461]","[0.3121007978916168, -1.3695647716522217]","[0.4740295112133026, -1.342732548713684]","[-0.05869650840759277, -0.829346776008606]","[0.12485237419605255, -1.0857148170471191]","[0.2843180298805237, -1.196476697921753]","[0.42157095670700073, -1.2509053945541382]"
G_row 72,c,"[0.0, 0.0]","[0.26810580492019653, -0.2553596794605255]","[0.4173060655593872, -0.5404573678970337]","[0.5477919578552246, -0.7251946926116943]","[0.6701714992523193, -0.8862807750701904]","[0.10135874897241592, -1.012025237083435]","[0.15604496002197266, -1.3546602725982666]","[0.3261620104312897, -1.3986436128616333]","[0.46578821539878845, -1.3725054264068604]","[0.0, -1.0]","[0.07792811095714569, -1.4132550954818726]","[0.27729907631874084, -1.45596444606781]","[0.4316106140613556, -1.401332139968872]","[-0.07928059995174408, -0.9368085265159607]","[0.02839231677353382, -1.3304951190948486]","[0.2302221953868866, -1.3916674852371216]","[0.39379292726516724, -1.3588181734085083]","[-0.11597499996423721, -0.8231505751609802]","[0.03477481007575989, -1.0828068256378174]","[0.19025202095508575, -1.196746587753296]","[0.3260672986507416, -1.2570077180862427]"
G_row 73,c,"[0.0, 0.0]","[0.2561873197555542, -0.24210603535175323]","[0.39919736981391907, -0.523320734500885]","[0.5232881903648376, -0.715978741645813]","[0.6527894735336304, -0.8940128087997437]","[0.09978979825973511, -1.0077284574508667]","[0.13413287699222565, -1.357629418373108]","[0.2994076609611511, -1.4152253866195679]","[0.4462878108024597, -1.3893423080444336]","[0.0, -1.0]","[0.04684834182262421, -1.4134387969970703]","[0.24452239274978638, -1.467725157737732]","[0.4082714319229126, -1.4114995002746582]","[-0.08554521203041077, -0.9363741874694824]","[-0.01620081439614296, -1.3228615522384644]","[0.18002773821353912, -1.3940304517745972]","[0.3485616445541382, -1.3628698587417603]","[-0.12969590723514557, -0.8195512294769287]","[-0.002579472493380308, -1.0865919589996338]","[0.15613457560539246, -1.2080353498458862]","[0.29992446303367615, -1.2706360816955566]"
G_row 74,c,"[0.0, 0.0]","[0.25175219774246216, -0.22032205760478973]","[0.39739668369293213, -0.5055162310600281]","[0.5248785018920898, -0.6999721527099609]","[0.6546704769134521, -0.8757907152175903]","[0.10397225618362427, -1.0080536603927612]","[0.12660352885723114, -1.3644285202026367]","[0.28480446338653564, -1.4204953908920288]","[0.4314519464969635, -1.3993980884552002]","[0.0, -1.0]","[0.03846624121069908, -1.4261692762374878]","[0.23409432172775269, -1.4764701128005981]","[0.4002634584903717, -1.4212440252304077]","[-0.09023191779851913, -0.9337654709815979]","[-0.03320183977484703, -1.3399769067764282]","[0.16914814710617065, -1.404522180557251]","[0.34547582268714905, -1.3686001300811768]","[-0.14624667167663574, -0.8128700256347656]","[-0.038201965391635895, -1.0877023935317993]","[0.11927098780870438, -1.2067285776138306]","[0.26841163635253906, -1.2635393142700195]"
G_row 75,c,"[0.0, 0.0]","[0.2514827251434326, -0.20711681246757507]","[0.4010351002216339, -0.4975909888744354]","[0.5284574031829834, -0.689087986946106]","[0.6471553444862366, -0.8650954961776733]","[0.1105714812874794, -1.0090582370758057]","[0.13726618885993958, -1.354779601097107]","[0.28217679262161255, -1.4116301536560059]","[0.42171576619148254, -1.3946908712387085]","[0.0, -1.0]","[0.04154519364237785, -1.4108946323394775]","[0.22417674958705902, -1.4655842781066895]","[0.3880420923233032, -1.4129717350006104]","[-0.09602197259664536, -0.93206787109375]","[-0.036513686180114746, -1.3278231620788574]","[0.1539033204317093, -1.3962680101394653]","[0.32745638489723206, -1.3676466941833496]","[-0.15541425347328186, -0.8107313513755798]","[-0.04210369661450386, -1.0838463306427002]","[0.10903169959783554, -1.2037683725357056]","[0.2561207413673401, -1.2653907537460327]"
G_row 76,c,"[0.0, 0.0]","[0.24721921980381012, -0.19499355554580688]","[0.4034838080406189, -0.4996051788330078]","[0.5307295322418213, -0.6994726657867432]","[0.6377263069152832, -0.8840141892433167]","[0.11658462882041931, -1.0118693113327026]","[0.12053002417087555, -1.3628405332565308]","[0.252257764339447, -1.4421077966690063]","[0.3882068693637848, -1.4325809478759766]","[0.0, -1.0]","[0.007409289944916964, -1.4244518280029297]","[0.17696328461170197, -1.496762752532959]","[0.33874279260635376, -1.4515835046768188]","[-0.10130645334720612, -0.9284541606903076]","[-0.08556816726922989, -1.3517365455627441]","[0.08912552893161774, -1.4424179792404175]","[0.2566628158092499, -1.4309501647949219]","[-0.17236490547657013, -0.7981615662574768]","[-0.08500215411186218, -1.0837117433547974]","[0.05287276208400726, -1.219535231590271]","[0.19274739921092987, -1.2928612232208252]"
G_row 77,c,"[0.0, 0.0]","[0.23204165697097778, -0.20306986570358276]","[0.3774632513523102, -0.495851993560791]","[0.49184802174568176, -0.6913147568702698]","[0.5914103984832764, -0.8567554354667664]","[0.10629254579544067, -1.007912516593933]","[0.10775536298751831, -1.343671441078186]","[0.23634441196918488, -1.4320210218429565]","[0.36647719144821167, -1.4374134540557861]","[0.0, -1.0]","[0.0019548500422388315, -1.4051684141159058]","[0.1625669151544571, -1.492911458015442]","[0.31813111901283264, -1.460084080696106]","[-0.09470628947019577, -0.9392069578170776]","[-0.08767075091600418, -1.343159794807434]","[0.06797319650650024, -1.4501200914382935]","[0.2214132845401764, -1.4541412591934204]","[-0.17046497762203217, -0.824219286441803]","[-0.1020112931728363, -1.095772624015808]","[0.021929210051894188, -1.2283023595809937]","[0.15318846702575684, -1.2949447631835938]"
G_row 78,d,"[0.0, 0.0]","[0.21940019726753235, -0.21191173791885376]","[0.33226650953292847, -0.5097975730895996]","[0.291347861289978, -0.7848068475723267]","[0.14381468296051025, -0.9574417471885681]","[0.18345345556735992, -1.0272763967514038]","[0.15163470804691315, -1.3719556331634521]","[0.1076672226190567, -1.6020678281784058]","[0.06041039153933525, -1.7958091497421265]","[0.0, -1.0]","[-0.03582436218857765, -1.3169260025024414]","[0.012438763864338398, -1.0528556108474731]","[0.03856337442994118, -0.8529655933380127]","[-0.16559122502803802, -0.8991194367408752]","[-0.19108358025550842, -1.1596086025238037]","[-0.10875651240348816, -0.9194750785827637]","[-0.07885383069515228, -0.7335252165794373]","[-0.3220822513103485, -0.7479581236839294]","[-0.33746442198753357, -0.9900052547454834]","[-0.25180238485336304, -0.8505756855010986]","[-0.20727384090423584, -0.7100337147712708]"
G_row 79,d,"[0.0, 0.0]","[0.22351063787937164, -0.21441800892353058]","[0.34295061230659485, -0.5211971998214722]","[0.3137899935245514, -0.7966781258583069]","[0.15946508944034576, -0.9569703340530396]","[0.17887228727340698, -1.0316622257232666]","[0.1527271568775177, -1.3702800273895264]","[0.12017398327589035, -1.5977994203567505]","[0.07828447967767715, -1.7897861003875732]","[0.0, -1.0]","[-0.027504101395606995, -1.311532735824585]","[0.03902028501033783, -1.0403567552566528]","[0.06467839330434799, -0.838726818561554]","[-0.1624654084444046, -0.8949391841888428]","[-0.1782352328300476, -1.1572673320770264]","[-0.08687964081764221, -0.9107949733734131]","[-0.06539475917816162, -0.7336592674255371]","[-0.32262489199638367, -0.7365743517875671]","[-0.32432639598846436, -0.9675900340080261]","[-0.2353399395942688, -0.8223205208778381]","[-0.20392848551273346, -0.6932393312454224]"
G_row 80,d,"[0.0, 0.0]","[0.22759588062763214, -0.20017704367637634]","[0.36369839310646057, -0.5219936966896057]","[0.3832203149795532, -0.8111106753349304]","[0.2405712753534317, -0.946487307548523]","[0.16027265787124634, -1.031750202178955]","[0.13634659349918365, -1.3958619832992554]","[0.11877738684415817, -1.6286001205444336]","[0.09072830528020859, -1.8391039371490479]","[0.0, -1.0]","[-0.00550652714446187, -1.3173139095306396]","[0.09651985764503479, -1.0706655979156494]","[0.13870219886302948, -0.8556661009788513]","[-0.1520107388496399, -0.8952893018722534]","[-0.1406497359275818, -1.1710799932479858]","[-0.01244320347905159, -0.9383960962295532]","[0.03065953031182289, -0.7407190203666687]","[-0.30262652039527893, -0.7373558282852173]","[-0.2814026474952698, -0.9901546835899353]","[-0.16705937683582306, -0.8548890352249146]","[-0.12019810080528259, -0.7053666710853577]"
G_row 81,d,"[0.0, 0.0]","[0.23410199582576752, -0.18680082261562347]","[0.3772113621234894, -0.5284034013748169]","[0.40409165620803833, -0.8037932515144348]","[0.2776813805103302, -0.8759660720825195]","[0.1599625051021576, -1.060659646987915]","[0.12576843798160553, -1.4636585712432861]","[0.11717700213193893, -1.7048993110656738]","[0.0967976450920105, -1.922868013381958]","[0.0, -1.0]","[0.011653519235551357, -1.3310978412628174]","[0.13414351642131805, -1.0691611766815186]","[0.1782698631286621, -0.8417122960090637]","[-0.14864520728588104, -0.8667041659355164]","[-0.13508576154708862, -1.146864652633667]","[0.016902292147278786, -0.9008220434188843]","[0.07184666395187378, -0.6929726600646973]","[-0.2935734689235687, -0.6820269227027893]","[-0.25478166341781616, -0.9288438558578491]","[-0.11855264008045197, -0.7739958763122559]","[-0.06085016950964928, -0.6067229509353638]"
G_row 82,d,"[0.0, 0.0]","[0.23286625742912292, -0.17120122909545898]","[0.3837216794490814, -0.5073513388633728]","[0.4226991832256317, -0.7741427421569824]","[0.2818598747253418, -0.8744935393333435]","[0.1735691875219345, -1.0614964962005615]","[0.1440974473953247, -1.4721468687057495]","[0.1308884620666504, -1.7118839025497437]","[0.10874033719301224, -1.9293920993804932]","[0.0, -1.0]","[0.012707947753369808, -1.3246873617172241]","[0.12698274850845337, -1.022342562675476]","[0.17274387180805206, -0.7793888449668884]","[-0.16299393773078918, -0.8629480600357056]","[-0.15119484066963196, -1.1434258222579956]","[-0.0012448407942429185, -0.8610149025917053]","[0.05956524610519409, -0.6454975605010986]","[-0.31916552782058716, -0.6714048385620117]","[-0.28071150183677673, -0.9085649251937866]","[-0.14142745733261108, -0.7338350415229797]","[-0.07791133224964142, -0.5673906207084656]"
